artificial_physical_objectLabel,material_usedLabel,subclass_ofLabel,useLabel,has_partLabel
threaded fastener,,fastener,,screw thread
screw,,fastener,,screw thread
nut,,fastener,,screw thread
screw,,fastener,,screw thread
nut,,fastener,,screw thread
threaded fastener,,fastener,,screw thread
screw,,simple machine,,screw thread
screw,,simple machine,,screw thread
maritime transport,,vehicle,,sea shipping
maritime transport,,vehicle,,sea shipping
chaise,,carriage,,seat
Sociable,,carriage,,seat
Sociable,,carriage,,seat
chaise,,carriage,,seat
wheelchair,,chair,,seat
wheelchair,,chair,,seat
wheelchair,,chair,,seat
wheelchair,,chair,,seat
berlin,,coach,,seat
landau,,coach,,seat
berlin,,coach,,seat
landau,,coach,,seat
wheelchair,,mobility aid,,seat
wheelchair,,mobility aid,,seat
wheelchair,,mobility aid,,seat
wheelchair,,mobility aid,,seat
automobile,,motor vehicle,,seat
automobile,,motor vehicle,,seat
berlin,,vis-à-vis,,seat
landau,,vis-à-vis,,seat
barouche,,vis-à-vis,,seat
berlin,,vis-à-vis,,seat
landau,,vis-à-vis,,seat
barouche,,vis-à-vis,,seat
wheelchair,,wheeled vehicle,,seat
wheelchair,,wheeled vehicle,,seat
wheelchair,,wheeled vehicle,,seat
wheelchair,,wheeled vehicle,,seat
inner bailey,,ward,,seigniorial home
inner bailey,,ward,,seigniorial home
Flakpanzer 38(t),,Panzer 38(t),,Selbstfahrlafette 38(t)
Flakpanzer 38(t),,Panzer 38(t),,Selbstfahrlafette 38(t)
Flakpanzer 38(t),,Panzer 38(t),,Selbstfahrlafette 38(t)
Flakpanzer 38(t),,self-propelled anti-aircraft weapon,,Selbstfahrlafette 38(t)
Flakpanzer 38(t),,self-propelled anti-aircraft weapon,,Selbstfahrlafette 38(t)
Flakpanzer 38(t),,self-propelled anti-aircraft weapon,,Selbstfahrlafette 38(t)
self-propelled artillery,,motor artillery,,self-propelled gun
semiconductor ring laser,,ring laser,,semiconductor
semi-trailer truck,,sidecar,,semi-trailer
semi-trailer truck,,sidecar,,semi-trailer
semi-trailer truck,,truck,,semi-trailer
semi-trailer truck,,truck,,semi-trailer
measuring instrument,,measurement tool,,sensor
measuring instrument,,standard,,sensor
measuring instrument,,tool,,sensor
China Railways JF,,tender locomotive,,Sentetsu Mikasa-class locomotive
China Railways JF,,tender locomotive,,Sentetsu Mikasa-class locomotive
Sentinel 2,,Earth observation satellite,,Sentinel-2A
Sentinel 2,,Earth observation satellite,,Sentinel-2A
spot card,,playing card,,seven
spot card,,playing card,,seven
Sturmgeschütz IIIG,,Sturmgeschütz III,,SflZF 1a
Sturmgeschütz IIIG,,Sturmgeschütz III,,SflZF 1a
Sturmgeschütz IIIG,,Sturmgeschütz III,,SflZF 1a
column,,architectural element,,shaft
column,,architectural structure,,shaft
lacrosse stick,plastic,sports stick,,shaft
lacrosse stick,plastic,sports stick,,shaft
lacrosse stick,wood,sports stick,,shaft
lacrosse stick,wood,sports stick,,shaft
lacrosse stick,,sports stick,,shaft
lacrosse stick,,sports stick,,shaft
column,,vertical structural element,,shaft
Panzerwurfmine,,grenade,,shaped charge
Panzerwurfmine,,grenade,,shaped charge
bookcase,,cabinet,,shelf
bookcase,,cabinet,,shelf
rack of shelves,,furniture,,shelf
bookcase,,rack of shelves,,shelf
bookcase,,rack of shelves,,shelf
Hatsuyuki-class destroyer,,destroyer,,Shimayuki-class training ship
Hatsuyuki-class destroyer,,destroyer,,Shimayuki-class training ship
Hatsuyuki-class destroyer,,destroyer,,Shimayuki-class training ship
ship,,vessel,,ship element
ship,,vessel,,ship element
ship,,watercraft,,ship element
ship,,watercraft,,ship element
automobile,,motor vehicle,,shock absorber
automobile,,motor vehicle,,shock absorber
front of house,,theater space,,shop
EE-12,,utility vehicle,,single dry plate clutch
EE-12,,utility vehicle,,single dry plate clutch
spot card,,playing card,,six
spot card,,playing card,,six
Type 062,,fast attack craft,,Skin Head
Type 062,,fast attack craft,,Skin Head
Type 062,,fast attack craft,,Skin Head
Type 025,,torpedo boat,,Skin Head
Type 025,,torpedo boat,,Skin Head
Type 025,,torpedo boat,,Skin Head
ČSD Class U 45.9,,tank locomotive,,SLD 1 and 2
ČSD Class U 45.9,,tank locomotive,,SLD 1 and 2
mobile phone series,,mobile phone,,smartphone model
mobile phone series,,product lining,,smartphone model
mobile phone series,,second-order metaclass,,smartphone model
mobile phone series,,trademark,,smartphone model
SNCF 141.R,,tender locomotive,,SNCF 30.R
SNCF 141.R,,tender locomotive,,SNCF 30.R
Nord 3.1123,,compound locomotive,,SNCF 38.A.16
Nord 3.1123,,compound locomotive,,SNCF 38.A.16
Nord 3.1123,,tender locomotive,,SNCF 38.A.16
Nord 3.1123,,tender locomotive,,SNCF 38.A.16
BB Jacquemin,,electric locomotive,,SNCF BB 16000
BB Jacquemin,,electric locomotive,,SNCF BB 16000
BB Jacquemin,,electric locomotive,,SNCF BB 16100
BB Jacquemin,,electric locomotive,,SNCF BB 16100
BB Alsthom,,electric locomotive,,SNCF BB 16500
BB Alsthom,,electric locomotive,,SNCF BB 16500
BB Alsthom,,electric locomotive,,SNCF BB 17000
BB Alsthom,,electric locomotive,,SNCF BB 17000
BB Alsthom,,electric locomotive,,SNCF BB 20200
BB Alsthom,,electric locomotive,,SNCF BB 20200
BB Jacquemin,,electric locomotive,,SNCF BB 25100
BB Jacquemin,,electric locomotive,,SNCF BB 25100
BB Jacquemin,,electric locomotive,,SNCF BB 25150
BB Jacquemin,,electric locomotive,,SNCF BB 25150
BB Jacquemin,,electric locomotive,,SNCF BB 25200
BB Jacquemin,,electric locomotive,,SNCF BB 25200
BB Alsthom,,electric locomotive,,SNCF BB 25500
BB Alsthom,,electric locomotive,,SNCF BB 25500
BB Alsthom,,electric locomotive,,SNCF BB 8500
BB Alsthom,,electric locomotive,,SNCF BB 8500
BB Alsthom,,electric locomotive,,SNCF BB 8700
BB Alsthom,,electric locomotive,,SNCF BB 8700
BB Alsthom,,electric locomotive,,SNCF BB 88500
BB Alsthom,,electric locomotive,,SNCF BB 88500
BB Jacquemin,,electric locomotive,,SNCF BB 9200
BB Jacquemin,,electric locomotive,,SNCF BB 9200
BB Jacquemin,,electric locomotive,,SNCF BB 9300
BB Jacquemin,,electric locomotive,,SNCF BB 9300
BB Jacquemin,,electric locomotive,,SNCF BB 9700
BB Jacquemin,,electric locomotive,,SNCF BB 9700
space suit,,environmental suit,,Snoopy cap
space suit,,environmental suit,,Snoopy cap
space suit,,personal protective equipment,,Snoopy cap
space suit,,personal protective equipment,,Snoopy cap
computer,,electrical apparatus,,software
computer,,tool,,software
ThinkPad X200,,laptop,,solid-state drive
sonobuoy vessel,,ship,,sonobuoy
sonobuoy vessel,,ship,,sonobuoy
musical instrument,,product,,sound generator
musical instrument,,tool,,sound generator
Stadler Euro 4000,,diesel-electric locomotive,,South African Class Afro 4000
Stadler Euro 4000,,diesel-electric locomotive,,South African Class Afro 4000
Stadler Euro 4000,,Stadler Euro,,South African Class Afro 4000
Stadler Euro 4000,,Stadler Euro,,South African Class Afro 4000
Kirov-class battlecruiser,,battlecruiser,,Soviet battlecruiser Kirov
Kirov-class battlecruiser,,battlecruiser,,Soviet battlecruiser Kirov
Kirov-class battlecruiser,,battlecruiser,,Soviet battlecruiser Kirov
Kirov-class battlecruiser,,guided missile cruiser,,Soviet battlecruiser Kirov
Kirov-class battlecruiser,,guided missile cruiser,,Soviet battlecruiser Kirov
Kirov-class battlecruiser,,guided missile cruiser,,Soviet battlecruiser Kirov
Soyuz,,manned spacecraft,,space capsule
Soyuz,,manned spacecraft,,space capsule
cog,,merchant vessel,,spar
cog,,merchant vessel,,spar
cog,,sailing ship,,spar
yawl,,sailing ship,,spar
cog,,sailing ship,,spar
yawl,,sailing ship,,spar
reciprocating engine,,engine-generator,,spark plug
reciprocating engine,,internal combustion engine,,spark plug
reciprocating engine,,Kolbenmaschine,,spark plug
spear,,pole weapon,,spearhead
spear,,pole weapon,,spearhead
spear,,sports equipment,,spearhead
spear,,sports equipment,,spearhead
BrailleNote,,computer,,speech synthesis software‎
spindle,,textile arts tool,,spindle whorl
stapler,,hand tool,,spring
spring scale,,home appliance,,spring
Cherry pitter,,kitchenware,,spring
Cherry pitter,,kitchenware,,spring
stapler,,office supply,,spring
spring scale,,weighing scale,,spring
Cogset,,machine element,,Sprocket
cog,,merchant vessel,,square rig
cog,,merchant vessel,,square rig
cog,,sailing ship,,square rig
cog,,sailing ship,,square rig
Stadler Euro,,diesel-electric locomotive,,Stadler Euro 3000
Stadler Euro,,diesel-electric locomotive,,Stadler Euro 3000
Stadler Euro,,diesel-electric locomotive,,Stadler Euro 4000
Stadler Euro,,diesel-electric locomotive,,Stadler Euro 4000
Stadler Euro,,diesel-electric locomotive,,Stadler Euro Dual
Stadler Euro,,diesel-electric locomotive,,Stadler Euro Dual
Stadler Euro,,diesel-electric locomotive,,Stadler Euro Light
Stadler Euro,,diesel-electric locomotive,,Stadler Euro Light
stagecoach,,carriage,,stagecoach driver
stagecoach,,carriage,,stagecoach driver
stagecoach,,horse-drawn vehicle,,stagecoach driver
stagecoach,,horse-drawn vehicle,,stagecoach driver
stagecoach,,public transport,,stagecoach driver
stagecoach,,public transport,,stagecoach driver
stairs,,architectural element,,stair riser
stairs,,horizontal structural element,,stair riser
stairs,,vertical structural element,,stair riser
stairs,,architectural element,,Staircase handrail
stairs,,horizontal structural element,,Staircase handrail
stairs,,vertical structural element,,Staircase handrail
entrance stairs,,stairs,,stairs
auditorium,,room,,Stalls
auditorium,,theater space,,Stalls
auditorium,,venue,,Stalls
Mk 12 Special Purpose Rifle,,semi-automatic rifle,,STANAG magazine
staple gun,,stapler,,staple
finite-state machine,,abstract machine,,state
finite-state machine,,automaton,,state
induction motor,,AC motor,,stator
induction motor,,brushless electric motor,,stator
brushed DC electric motor,,electric motor,,stator
steam locomotive,,locomotive,,steam boiler
steam locomotive,,locomotive,,steam boiler
steam locomotive,,locomotive,,steam engine
steam locomotive,,locomotive,,steam engine
automobile,,motor vehicle,,steering wheel
automobile,,motor vehicle,,steering wheel
stairs,,architectural element,,step
stairs,,horizontal structural element,,step
stairs,,vertical structural element,,step
scythe,,agricultural tool,,stick
bow,,draft weapon,,stick
bow,,draft weapon,,stick
spear,,pole weapon,,stick
spear,,pole weapon,,stick
arrow,,projectile weapon,,stick
bow,,sporting weapon,,stick
bow,,sporting weapon,,stick
spear,,sports equipment,,stick
spear,,sports equipment,,stick
photo equipment,,equipment,,still camera
photo equipment,,equipment,,still camera
Super Zoom Camera,,still camera,,still camera
Super Zoom Camera,,still camera,,still camera
go equipment,,game equipment,,stone
go equipment,,game equipment,,stone
Major Arcana,,playing card,,Strength
Major Arcana,,playing card,,Strength
electric guitar,,electro-acoustic instruments,,string
electric guitar,,guitar,,string
maritime transport,,vehicle,,submarine
maritime transport,,vehicle,,submarine
O 19-class submarine,,minelaying submarine,,submarine snorkel
O 19-class submarine,,minelaying submarine,,submarine snorkel
O 19-class submarine,,minelaying submarine,,submarine snorkel
space suit,,environmental suit,,suitport
space suit,,environmental suit,,suitport
space suit,,personal protective equipment,,suitport
space suit,,personal protective equipment,,suitport
kleine Panzerbefehlswagen,,Panzer I,,superstructure front armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure front armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure front armor
Panzer IIIJ,,Panzer III,,superstructure front armor
Panzer IIIJ,,Panzer III,,superstructure front armor
Panzer IIIJ,,Panzer III,,superstructure front armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure front armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure front armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure front armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure rear armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure rear armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure rear armor
Panzer IIIJ,,Panzer III,,superstructure rear armor
Panzer IIIJ,,Panzer III,,superstructure rear armor
Panzer IIIJ,,Panzer III,,superstructure rear armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure rear armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure rear armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure rear armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure side armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure side armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure side armor
Panzer IIIJ,,Panzer III,,superstructure side armor
Panzer IIIJ,,Panzer III,,superstructure side armor
Panzer IIIJ,,Panzer III,,superstructure side armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure side armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure side armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure side armor
Saukopfblende,,gun mantlet,,superstructure top armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure top armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure top armor
kleine Panzerbefehlswagen,,Panzer I,,superstructure top armor
Panzer IIIJ,,Panzer III,,superstructure top armor
Panzer IIIJ,,Panzer III,,superstructure top armor
Panzer IIIJ,,Panzer III,,superstructure top armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure top armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure top armor
Sturmgeschütz IIIG,,Sturmgeschütz III,,superstructure top armor
Super Zoom Camera,,still camera,,Superzoom
Super Zoom Camera,,still camera,,Superzoom
electric locomotive,,electric vehicle,,switch
electric locomotive,,electric vehicle,,switch
electric stove,,kitchen stove,,switch
electric locomotive,,locomotive,,switch
electric locomotive,,locomotive,,switch
FB-2,,FB,,tailhook
FB-2,,FB,,tailhook
FB-2,,FB,,tailhook
Sea Gladiator Interim,,Gladiator,,tailhook
Sea Gladiator,,Gladiator,,tailhook
Sea Gladiator Interim,,Gladiator,,tailhook
Sea Gladiator,,Gladiator,,tailhook
Sea Gladiator Interim,,Gladiator,,tailhook
Sea Gladiator,,Gladiator,,tailhook
handcar railway,,human-powered land vehicle,,Taiwanese push car railways
handcar railway,,human-powered land vehicle,,Taiwanese push car railways
handcar railway,,human-powered vehicle,,Taiwanese push car railways
handcar railway,,human-powered vehicle,,Taiwanese push car railways
handcar railway,,rail transport,,Taiwanese push car railways
handcar railway,,rail transport,,Taiwanese push car railways
PK8000,,computer,,tape recorder
tableware,,kitchenware,,teacup
tableware,,kitchenware,,teacup
tableware,,manufactured object,,teacup
tableware,,manufactured object,,teacup
tableware,,product,,teacup
tableware,,product,,teacup
tea set,,table service,,teaware
tea set,,table service,,teaware
tea set,,tableware,,teaware
tea set,,tableware,,teaware
Imbrex and tegula,,roof tile,,tegula
Major Arcana,,playing card,,Temperance
Major Arcana,,playing card,,Temperance
spot card,,playing card,,ten
spot card,,playing card,,ten
tender locomotive,,steam locomotive,,tender
tender locomotive,,steam locomotive,,tender
Yashica YC-64,,home computer,,Texas Instruments TMS9918
Major Arcana,,playing card,,The Chariot
Major Arcana,,playing card,,The Chariot
Major Arcana,,playing card,,The Devil
Major Arcana,,playing card,,The Devil
Major Arcana,,playing card,,The Emperor
Major Arcana,,playing card,,The Emperor
Major Arcana,,playing card,,The Empress
Major Arcana,,playing card,,The Empress
Major Arcana,,playing card,,The Fool
Major Arcana,,playing card,,The Fool
Major Arcana,,playing card,,The Hanged Man
Major Arcana,,playing card,,The Hanged Man
Major Arcana,,playing card,,The Hermit
Major Arcana,,playing card,,The Hermit
Major Arcana,,playing card,,The Hierophant
Major Arcana,,playing card,,The Hierophant
Major Arcana,,playing card,,The High Priestess
Major Arcana,,playing card,,The High Priestess
Major Arcana,,playing card,,The Lovers
Major Arcana,,playing card,,The Lovers
Major Arcana,,playing card,,The Magician
Major Arcana,,playing card,,The Magician
Major Arcana,,playing card,,The Moon
Major Arcana,,playing card,,The Moon
Major Arcana,,playing card,,The Star
Major Arcana,,playing card,,The Star
Major Arcana,,playing card,,The Sun
Major Arcana,,playing card,,The Sun
Major Arcana,,playing card,,The Tower
Major Arcana,,playing card,,The Tower
Major Arcana,,playing card,,The World
Major Arcana,,playing card,,The World
